,participantId,format,duration_sec,task,confidence,difficulty
65,66475d6f7b27e4443ef0d031,json,6.536,modifying-task-tabular-4,5,1
66,6672d878f68b9e349b56e871,toml,12.054,writing-task-NL,5,1
67,6672d878f68b9e349b56e871,toml,9.091,reading-task-tabular-1,7,4
68,6672d878f68b9e349b56e871,toml,18.693,reading-task-tabular-2,7,1
69,6672d878f68b9e349b56e871,toml,9.302,reading-task-tabular-3,6,5
70,6672d878f68b9e349b56e871,toml,6.987,reading-task-tabular-4,5,4
71,6672d878f68b9e349b56e871,toml,6.085,reading-task-tabular-5,5,4
72,6672d878f68b9e349b56e871,toml,9.937,writing-task-tabular,1,7
73,6672d878f68b9e349b56e871,toml,9.468,modifying-task-tabular-1,2,6
74,6672d878f68b9e349b56e871,toml,8.877,modifying-task-tabular-2,5,5
75,6672d878f68b9e349b56e871,toml,7.7,modifying-task-tabular-3,7,1
76,6672d878f68b9e349b56e871,toml,7.772,modifying-task-tabular-4,1,6
77,67f5bb69760b211cdfe8021c,jsonc,8.381,writing-task-NL,5,3
78,67f5bb69760b211cdfe8021c,jsonc,7.245,reading-task-tabular-1,6,4
79,67f5bb69760b211cdfe8021c,jsonc,7.213,reading-task-tabular-2,5,4
80,67f5bb69760b211cdfe8021c,jsonc,7.855,reading-task-tabular-3,6,3
81,67f5bb69760b211cdfe8021c,jsonc,7.084,reading-task-tabular-4,5,3
82,67f5bb69760b211cdfe8021c,jsonc,6.166,reading-task-tabular-5,5,4
83,67f5bb69760b211cdfe8021c,jsonc,7.715,writing-task-tabular,4,6
84,67f5bb69760b211cdfe8021c,jsonc,13.88,modifying-task-tabular-1,5,5
85,67f5bb69760b211cdfe8021c,jsonc,5.914,modifying-task-tabular-2,6,5
86,67f5bb69760b211cdfe8021c,jsonc,7.937,modifying-task-tabular-3,6,4
87,67f5bb69760b211cdfe8021c,jsonc,8.126,modifying-task-tabular-4,4,6
88,67e571bef6af7ecd9c29ad72,json,6.647,writing-task-NL,7,1
89,67e571bef6af7ecd9c29ad72,json,7.897,reading-task-tabular-1,6,6
90,67e571bef6af7ecd9c29ad72,json,5.354,reading-task-tabular-2,4,6
91,67e571bef6af7ecd9c29ad72,json,5.434,reading-task-tabular-3,3,6
92,67e571bef6af7ecd9c29ad72,json,5.734,reading-task-tabular-4,6,3
93,67e571bef6af7ecd9c29ad72,json,3.924,reading-task-tabular-5,4,4
94,67e571bef6af7ecd9c29ad72,json,4.312,writing-task-tabular,6,7
95,67e571bef6af7ecd9c29ad72,json,6.503,modifying-task-tabular-1,2,7
96,67e571bef6af7ecd9c29ad72,json,2.697,modifying-task-tabular-2,1,7
97,67e571bef6af7ecd9c29ad72,json,4.565,modifying-task-tabular-3,5,5
98,67e571bef6af7ecd9c29ad72,json,4.598,modifying-task-tabular-4,5,6
99,60f1f1d4ac991a259b83f603,json,12.026,writing-task-NL,7,1
100,60f1f1d4ac991a259b83f603,json,7.988,reading-task-tabular-1,7,1
101,60f1f1d4ac991a259b83f603,json,9.892,reading-task-tabular-2,7,1
102,60f1f1d4ac991a259b83f603,json,11.189,reading-task-tabular-3,1,7
103,60f1f1d4ac991a259b83f603,json,8.817,reading-task-tabular-4,7,7
104,60f1f1d4ac991a259b83f603,json,8.995,reading-task-tabular-5,7,1
105,60f1f1d4ac991a259b83f603,json,11.266,writing-task-tabular,1,7
106,60f1f1d4ac991a259b83f603,json,8.054,modifying-task-tabular-1,7,1
107,60f1f1d4ac991a259b83f603,json,8.239,modifying-task-tabular-2,7,1
108,60f1f1d4ac991a259b83f603,json,7.698,modifying-task-tabular-3,4,4
109,60f1f1d4ac991a259b83f603,json,6.854,modifying-task-tabular-4,5,1
110,678f0bb28ec3307e4f1afb78,hjson,12.411,writing-task-NL,7,1
111,678f0bb28ec3307e4f1afb78,hjson,10.468,reading-task-tabular-1,7,1
112,678f0bb28ec3307e4f1afb78,hjson,5.585,reading-task-tabular-2,7,1
113,678f0bb28ec3307e4f1afb78,hjson,6.608,reading-task-tabular-3,7,1
114,678f0bb28ec3307e4f1afb78,hjson,5.192,reading-task-tabular-4,7,1
115,678f0bb28ec3307e4f1afb78,hjson,4.671,reading-task-tabular-5,7,1
116,678f0bb28ec3307e4f1afb78,hjson,15.72,writing-task-tabular,5,3
117,678f0bb28ec3307e4f1afb78,hjson,4.507,modifying-task-tabular-1,7,1
118,678f0bb28ec3307e4f1afb78,hjson,4.596,modifying-task-tabular-2,7,1
119,678f0bb28ec3307e4f1afb78,hjson,4.643,modifying-task-tabular-3,7,1
120,678f0bb28ec3307e4f1afb78,hjson,11.199,modifying-task-tabular-4,5,3
121,669b961e1c9cf30a26bb57d2,xml,6.035,writing-task-NL,7,1
122,669b961e1c9cf30a26bb57d2,xml,11.66,reading-task-tabular-1,5,6
123,669b961e1c9cf30a26bb57d2,xml,11.455,reading-task-tabular-2,5,6
124,669b961e1c9cf30a26bb57d2,xml,8.749,reading-task-tabular-3,2,7
125,669b961e1c9cf30a26bb57d2,xml,6.234,reading-task-tabular-4,7,6
126,669b961e1c9cf30a26bb57d2,xml,7.831,reading-task-tabular-5,2,7
127,669b961e1c9cf30a26bb57d2,xml,6.355,writing-task-tabular,1,7
128,669b961e1c9cf30a26bb57d2,xml,6.033,modifying-task-tabular-1,5,5
129,669b961e1c9cf30a26bb57d2,xml,4.951,modifying-task-tabular-2,6,3
130,669b961e1c9cf30a26bb57d2,xml,8.533,modifying-task-tabular-3,4,4
131,669b961e1c9cf30a26bb57d2,xml,6.524,modifying-task-tabular-4,1,7
132,673c13c9d37c8a73bc80b8ce,json,16.145,writing-task-NL,6,5
133,673c13c9d37c8a73bc80b8ce,json,13.117,reading-task-tabular-1,4,6
134,673c13c9d37c8a73bc80b8ce,json,14.556,reading-task-tabular-2,4,5
135,673c13c9d37c8a73bc80b8ce,json,9.185,reading-task-tabular-3,5,4
136,673c13c9d37c8a73bc80b8ce,json,6.101,reading-task-tabular-4,5,3
137,673c13c9d37c8a73bc80b8ce,json,5.346,reading-task-tabular-5,6,3
138,673c13c9d37c8a73bc80b8ce,json,12.124,writing-task-tabular,4,6
139,673c13c9d37c8a73bc80b8ce,json,4.84,modifying-task-tabular-1,4,5
140,673c13c9d37c8a73bc80b8ce,json,11.679,modifying-task-tabular-2,6,5
141,673c13c9d37c8a73bc80b8ce,json,8.555,modifying-task-tabular-3,5,6
142,673c13c9d37c8a73bc80b8ce,json,11.824,modifying-task-tabular-4,6,6
143,66992f58a7964f557fc75f58,toml,5.888,writing-task-NL,7,1
144,66992f58a7964f557fc75f58,toml,3.564,reading-task-tabular-1,7,1
145,66992f58a7964f557fc75f58,toml,2.215,reading-task-tabular-2,7,1
146,66992f58a7964f557fc75f58,toml,2.616,reading-task-tabular-3,7,1
147,66992f58a7964f557fc75f58,toml,2.564,reading-task-tabular-4,7,1
148,66992f58a7964f557fc75f58,toml,4.088,reading-task-tabular-5,4,3
149,66992f58a7964f557fc75f58,toml,4.67,writing-task-tabular,1,7
150,66992f58a7964f557fc75f58,toml,4.429,modifying-task-tabular-1,4,3
151,66992f58a7964f557fc75f58,toml,3.199,modifying-task-tabular-2,6,2
152,66992f58a7964f557fc75f58,toml,4.102,modifying-task-tabular-3,6,1
153,66992f58a7964f557fc75f58,toml,2.634,modifying-task-tabular-4,5,5
154,60721c2da01b3a616edba9a7,xml,7.296,writing-task-NL,7,1
155,60721c2da01b3a616edba9a7,xml,7.814,reading-task-tabular-1,4,2
156,60721c2da01b3a616edba9a7,xml,5.041,reading-task-tabular-2,7,4
157,60721c2da01b3a616edba9a7,xml,8.562,reading-task-tabular-3,4,6
158,60721c2da01b3a616edba9a7,xml,4.594,reading-task-tabular-4,7,1
159,60721c2da01b3a616edba9a7,xml,4.532,reading-task-tabular-5,7,1
160,60721c2da01b3a616edba9a7,xml,6.981,writing-task-tabular,4,7
161,60721c2da01b3a616edba9a7,xml,5.908,modifying-task-tabular-1,6,7
162,60721c2da01b3a616edba9a7,xml,2.482,modifying-task-tabular-2,5,5
163,60721c2da01b3a616edba9a7,xml,3.39,modifying-task-tabular-3,5,5
164,60721c2da01b3a616edba9a7,xml,3.298,modifying-task-tabular-4,5,7
165,673e43cc760355e9e4f042a3,json5,8.978,writing-task-NL,7,1
166,673e43cc760355e9e4f042a3,json5,6.199,reading-task-tabular-1,7,1
167,673e43cc760355e9e4f042a3,json5,4.445,reading-task-tabular-2,7,1
168,673e43cc760355e9e4f042a3,json5,3.38,reading-task-tabular-3,7,1
169,673e43cc760355e9e4f042a3,json5,4.733,reading-task-tabular-4,7,1
170,673e43cc760355e9e4f042a3,json5,2.731,reading-task-tabular-5,7,1
171,673e43cc760355e9e4f042a3,json5,9.066,writing-task-tabular,6,6
172,673e43cc760355e9e4f042a3,json5,7.278,modifying-task-tabular-1,6,3
173,673e43cc760355e9e4f042a3,json5,4.225,modifying-task-tabular-2,7,1
174,673e43cc760355e9e4f042a3,json5,4.0,modifying-task-tabular-3,7,1
175,673e43cc760355e9e4f042a3,json5,4.716,modifying-task-tabular-4,5,5
176,60a0b744298c64d46b63e893,hjson,5.95,writing-task-NL,7,1
177,60a0b744298c64d46b63e893,hjson,5.491,reading-task-tabular-1,6,1
178,60a0b744298c64d46b63e893,hjson,4.113,reading-task-tabular-2,4,4
179,60a0b744298c64d46b63e893,hjson,5.97,reading-task-tabular-3,7,5
180,60a0b744298c64d46b63e893,hjson,7.559,reading-task-tabular-4,7,1
181,60a0b744298c64d46b63e893,hjson,3.848,reading-task-tabular-5,7,1
182,60a0b744298c64d46b63e893,hjson,4.261,writing-task-tabular,1,7
183,60a0b744298c64d46b63e893,hjson,3.173,modifying-task-tabular-1,7,1
184,60a0b744298c64d46b63e893,hjson,4.625,modifying-task-tabular-2,7,1
185,60a0b744298c64d46b63e893,hjson,3.47,modifying-task-tabular-3,2,7
186,60a0b744298c64d46b63e893,hjson,4.452,modifying-task-tabular-4,1,7
187,67dc19c31078d1581e39e75a,yaml,9.867,writing-task-NL,7,1
188,67dc19c31078d1581e39e75a,yaml,7.093,reading-task-tabular-1,7,1
189,67dc19c31078d1581e39e75a,yaml,6.518,reading-task-tabular-2,6,2
190,67dc19c31078d1581e39e75a,yaml,5.389,reading-task-tabular-3,6,2
191,67dc19c31078d1581e39e75a,yaml,5.451,reading-task-tabular-4,7,1
192,67dc19c31078d1581e39e75a,yaml,6.369,reading-task-tabular-5,7,1
193,67dc19c31078d1581e39e75a,yaml,8.834,writing-task-tabular,5,3
194,67dc19c31078d1581e39e75a,yaml,6.801,modifying-task-tabular-1,7,1
195,67dc19c31078d1581e39e75a,yaml,9.037,modifying-task-tabular-2,7,1
196,67dc19c31078d1581e39e75a,yaml,25.693,modifying-task-tabular-3,7,1
197,67dc19c31078d1581e39e75a,yaml,6.659,modifying-task-tabular-4,4,3
198,678bad003d15e6aba1ee5a5d,jsonc,8.117,writing-task-NL,7,1
199,678bad003d15e6aba1ee5a5d,jsonc,6.139,reading-task-tabular-1,7,2
200,678bad003d15e6aba1ee5a5d,jsonc,6.418,reading-task-tabular-2,7,2
201,678bad003d15e6aba1ee5a5d,jsonc,4.322,reading-task-tabular-3,7,2
202,678bad003d15e6aba1ee5a5d,jsonc,4.319,reading-task-tabular-4,7,2
203,678bad003d15e6aba1ee5a5d,jsonc,6.009,reading-task-tabular-5,7,2
204,678bad003d15e6aba1ee5a5d,jsonc,5.138,writing-task-tabular,7,2
205,678bad003d15e6aba1ee5a5d,jsonc,5.285,modifying-task-tabular-1,7,2
206,678bad003d15e6aba1ee5a5d,jsonc,5.577,modifying-task-tabular-2,7,2
207,678bad003d15e6aba1ee5a5d,jsonc,4.775,modifying-task-tabular-3,7,2
208,678bad003d15e6aba1ee5a5d,jsonc,4.623,modifying-task-tabular-4,7,2
209,66cdfebcb908ea2717d06b6c,hjson,10.572,writing-task-NL,7,1
210,66cdfebcb908ea2717d06b6c,hjson,9.444,reading-task-tabular-1,6,3
211,66cdfebcb908ea2717d06b6c,hjson,8.024,reading-task-tabular-2,6,2
212,66cdfebcb908ea2717d06b6c,hjson,8.026,reading-task-tabular-3,6,3
213,66cdfebcb908ea2717d06b6c,hjson,5.29,reading-task-tabular-4,7,2
214,66cdfebcb908ea2717d06b6c,hjson,5.135,reading-task-tabular-5,6,2
215,66cdfebcb908ea2717d06b6c,hjson,13.265,writing-task-tabular,4,5
216,66cdfebcb908ea2717d06b6c,hjson,7.373,modifying-task-tabular-1,5,3
217,66cdfebcb908ea2717d06b6c,hjson,4.609,modifying-task-tabular-2,7,2
218,66cdfebcb908ea2717d06b6c,hjson,3.969,modifying-task-tabular-3,5,3
219,66cdfebcb908ea2717d06b6c,hjson,10.188,modifying-task-tabular-4,5,5
220,67f0c5d37f91ceae5cb3b318,jsonc,15.861,writing-task-NL,7,7
221,67f0c5d37f91ceae5cb3b318,jsonc,5.983,reading-task-tabular-1,7,7
222,67f0c5d37f91ceae5cb3b318,jsonc,17.646,reading-task-tabular-2,7,1
223,67f0c5d37f91ceae5cb3b318,jsonc,8.142,reading-task-tabular-3,7,1
224,67f0c5d37f91ceae5cb3b318,jsonc,7.018,reading-task-tabular-4,7,1
225,67f0c5d37f91ceae5cb3b318,jsonc,15.099,reading-task-tabular-5,7,1
226,67f0c5d37f91ceae5cb3b318,jsonc,5.996,writing-task-tabular,6,2
227,67f0c5d37f91ceae5cb3b318,jsonc,5.473,modifying-task-tabular-1,7,1
228,67f0c5d37f91ceae5cb3b318,jsonc,5.414,modifying-task-tabular-2,7,1
229,67f0c5d37f91ceae5cb3b318,jsonc,5.244,modifying-task-tabular-3,7,1
230,67f0c5d37f91ceae5cb3b318,jsonc,4.566,modifying-task-tabular-4,6,2
231,56cb8858edf8da000b6df354,hjson,4.664,writing-task-NL,7,1
232,56cb8858edf8da000b6df354,hjson,4.785,reading-task-tabular-1,7,1
233,56cb8858edf8da000b6df354,hjson,2.689,reading-task-tabular-2,7,1
234,56cb8858edf8da000b6df354,hjson,3.035,reading-task-tabular-3,7,1
235,56cb8858edf8da000b6df354,hjson,2.397,reading-task-tabular-4,7,1
236,56cb8858edf8da000b6df354,hjson,2.475,reading-task-tabular-5,7,1
237,56cb8858edf8da000b6df354,hjson,3.93,writing-task-tabular,3,4
238,56cb8858edf8da000b6df354,hjson,3.955,modifying-task-tabular-1,6,1
239,56cb8858edf8da000b6df354,hjson,2.909,modifying-task-tabular-2,7,1
240,56cb8858edf8da000b6df354,hjson,2.442,modifying-task-tabular-3,7,1
241,56cb8858edf8da000b6df354,hjson,3.033,modifying-task-tabular-4,7,3
242,67aee0dfad3492b61a9ba0eb,jsonc,10.534,writing-task-NL,7,1
243,67aee0dfad3492b61a9ba0eb,jsonc,6.58,reading-task-tabular-1,7,1
244,67aee0dfad3492b61a9ba0eb,jsonc,6.733,reading-task-tabular-2,7,1
245,67aee0dfad3492b61a9ba0eb,jsonc,5.447,reading-task-tabular-3,7,1
246,67aee0dfad3492b61a9ba0eb,jsonc,5.575,reading-task-tabular-4,7,1
247,67aee0dfad3492b61a9ba0eb,jsonc,5.221,reading-task-tabular-5,7,1
248,67aee0dfad3492b61a9ba0eb,jsonc,5.686,writing-task-tabular,6,5
249,67aee0dfad3492b61a9ba0eb,jsonc,5.801,modifying-task-tabular-1,7,1
250,67aee0dfad3492b61a9ba0eb,jsonc,5.79,modifying-task-tabular-2,6,3
251,67aee0dfad3492b61a9ba0eb,jsonc,6.304,modifying-task-tabular-3,7,1
252,67aee0dfad3492b61a9ba0eb,jsonc,9.267,modifying-task-tabular-4,7,1
253,667971a555af1f83d3f29ae7,hjson,11.701,writing-task-NL,6,2
254,667971a555af1f83d3f29ae7,hjson,6.998,reading-task-tabular-1,6,2
255,667971a555af1f83d3f29ae7,hjson,4.726,reading-task-tabular-2,6,2
256,667971a555af1f83d3f29ae7,hjson,3.524,reading-task-tabular-3,6,2
257,667971a555af1f83d3f29ae7,hjson,7.197,reading-task-tabular-4,7,2
258,667971a555af1f83d3f29ae7,hjson,3.09,reading-task-tabular-5,6,2
259,667971a555af1f83d3f29ae7,hjson,8.866,writing-task-tabular,5,3
260,667971a555af1f83d3f29ae7,hjson,3.996,modifying-task-tabular-1,6,3
261,667971a555af1f83d3f29ae7,hjson,5.897,modifying-task-tabular-2,6,2
262,667971a555af1f83d3f29ae7,hjson,5.019,modifying-task-tabular-3,6,3
263,667971a555af1f83d3f29ae7,hjson,5.105,modifying-task-tabular-4,5,3
264,5c6414540821d30001046198,hjson,8.408,writing-task-NL,6,2
265,5c6414540821d30001046198,hjson,12.697,reading-task-tabular-1,6,5
266,5c6414540821d30001046198,hjson,5.114,reading-task-tabular-2,6,2
267,5c6414540821d30001046198,hjson,6.542,reading-task-tabular-3,6,2
268,5c6414540821d30001046198,hjson,7.19,reading-task-tabular-4,7,1
269,5c6414540821d30001046198,hjson,7.755,reading-task-tabular-5,6,2
270,5c6414540821d30001046198,hjson,6.681,writing-task-tabular,1,7
271,5c6414540821d30001046198,hjson,8.914,modifying-task-tabular-1,1,5
272,5c6414540821d30001046198,hjson,5.523,modifying-task-tabular-2,6,2
273,5c6414540821d30001046198,hjson,7.637,modifying-task-tabular-3,5,2
274,5c6414540821d30001046198,hjson,6.209,modifying-task-tabular-4,6,3
275,6788c1c724c24dc56b08790a,json5,6.104,writing-task-NL,7,1
276,6788c1c724c24dc56b08790a,json5,6.743,reading-task-tabular-1,7,2
277,6788c1c724c24dc56b08790a,json5,59.786,reading-task-tabular-2,7,2
278,6788c1c724c24dc56b08790a,json5,5.886,reading-task-tabular-3,7,2
279,6788c1c724c24dc56b08790a,json5,3.523,reading-task-tabular-4,7,1
280,6788c1c724c24dc56b08790a,json5,7.543,reading-task-tabular-5,7,1
281,6788c1c724c24dc56b08790a,json5,12.055,writing-task-tabular,5,6
282,6788c1c724c24dc56b08790a,json5,4.989,modifying-task-tabular-1,7,2
283,6788c1c724c24dc56b08790a,json5,4.194,modifying-task-tabular-2,7,1
284,6788c1c724c24dc56b08790a,json5,3.925,modifying-task-tabular-3,7,1
285,6788c1c724c24dc56b08790a,json5,8.229,modifying-task-tabular-4,5,7
286,67adb520391eb17f214a50b4,yaml,17.485,writing-task-NL,6,3
287,67adb520391eb17f214a50b4,yaml,9.137,reading-task-tabular-1,7,1
288,67adb520391eb17f214a50b4,yaml,7.367,reading-task-tabular-2,7,1
289,67adb520391eb17f214a50b4,yaml,6.801,reading-task-tabular-3,7,1
290,67adb520391eb17f214a50b4,yaml,5.459,reading-task-tabular-4,7,1
291,67adb520391eb17f214a50b4,yaml,6.28,reading-task-tabular-5,6,2
292,67adb520391eb17f214a50b4,yaml,10.823,writing-task-tabular,6,3
293,67adb520391eb17f214a50b4,yaml,6.031,modifying-task-tabular-1,7,1
294,67adb520391eb17f214a50b4,yaml,6.414,modifying-task-tabular-2,7,1
295,67adb520391eb17f214a50b4,yaml,8.085,modifying-task-tabular-3,7,1
296,67adb520391eb17f214a50b4,yaml,7.108,modifying-task-tabular-4,6,2
297,67d95269b47464c18da766ca,xml,18.186,writing-task-NL,4,3
298,67d95269b47464c18da766ca,xml,14.253,reading-task-tabular-1,4,3
299,67d95269b47464c18da766ca,xml,7.234,reading-task-tabular-2,4,3
300,67d95269b47464c18da766ca,xml,8.225,reading-task-tabular-3,5,2
301,67d95269b47464c18da766ca,xml,5.99,reading-task-tabular-4,5,2
302,67d95269b47464c18da766ca,xml,5.594,reading-task-tabular-5,6,2
303,67d95269b47464c18da766ca,xml,13.54,writing-task-tabular,3,5
304,67d95269b47464c18da766ca,xml,8.964,modifying-task-tabular-1,2,6
305,67d95269b47464c18da766ca,xml,9.621,modifying-task-tabular-2,3,2
306,67d95269b47464c18da766ca,xml,5.53,modifying-task-tabular-3,5,3
307,67d95269b47464c18da766ca,xml,8.805,modifying-task-tabular-4,3,4
308,64275e53f51a5ed4f6b7d019,toml,4.966,writing-task-NL,7,1
309,64275e53f51a5ed4f6b7d019,toml,4.704,reading-task-tabular-1,7,1
310,64275e53f51a5ed4f6b7d019,toml,4.505,reading-task-tabular-2,7,1
311,64275e53f51a5ed4f6b7d019,toml,3.798,reading-task-tabular-3,7,1
312,64275e53f51a5ed4f6b7d019,toml,3.451,reading-task-tabular-4,7,1
313,64275e53f51a5ed4f6b7d019,toml,2.781,reading-task-tabular-5,7,1
314,64275e53f51a5ed4f6b7d019,toml,6.558,writing-task-tabular,5,3
315,64275e53f51a5ed4f6b7d019,toml,3.91,modifying-task-tabular-1,7,1
316,64275e53f51a5ed4f6b7d019,toml,3.494,modifying-task-tabular-2,7,1
317,64275e53f51a5ed4f6b7d019,toml,3.874,modifying-task-tabular-3,7,1
318,64275e53f51a5ed4f6b7d019,toml,4.149,modifying-task-tabular-4,1,7
319,6734346ca8e90c2da6fb4509,jsonc,7.443,writing-task-NL,1,1
320,6734346ca8e90c2da6fb4509,jsonc,4.971,reading-task-tabular-1,7,2
321,6734346ca8e90c2da6fb4509,jsonc,4.18,reading-task-tabular-2,7,1
322,6734346ca8e90c2da6fb4509,jsonc,7.892,reading-task-tabular-3,6,2
323,6734346ca8e90c2da6fb4509,jsonc,6.578,reading-task-tabular-4,7,4
324,6734346ca8e90c2da6fb4509,jsonc,5.173,reading-task-tabular-5,6,3
325,6734346ca8e90c2da6fb4509,jsonc,9.334,writing-task-tabular,6,5
326,6734346ca8e90c2da6fb4509,jsonc,4.84,modifying-task-tabular-1,6,3
327,6734346ca8e90c2da6fb4509,jsonc,4.553,modifying-task-tabular-2,7,3
328,6734346ca8e90c2da6fb4509,jsonc,8.468,modifying-task-tabular-3,6,2
329,6734346ca8e90c2da6fb4509,jsonc,11.946,modifying-task-tabular-4,7,7
330,66049694dfb8828a8f3dce70,yaml,9.685,writing-task-NL,7,1
331,66049694dfb8828a8f3dce70,yaml,13.264,reading-task-tabular-1,5,5
332,66049694dfb8828a8f3dce70,yaml,9.917,reading-task-tabular-2,6,2
333,66049694dfb8828a8f3dce70,yaml,5.894,reading-task-tabular-3,6,2
334,66049694dfb8828a8f3dce70,yaml,6.367,reading-task-tabular-4,7,1
335,66049694dfb8828a8f3dce70,yaml,9.41,reading-task-tabular-5,6,4
336,66049694dfb8828a8f3dce70,yaml,11.439,writing-task-tabular,5,5
337,66049694dfb8828a8f3dce70,yaml,7.401,modifying-task-tabular-1,5,4
