participantId,format,total_score,task
6745fae180d1fe9990e66532,jsonc,0.7276418202803786,config
674f479b2a4ef75e4551f258,json5,0.41958370287661745,config
675330fb23080b9ae3ec8239,json5,0.5279816887916735,config
675aaf0eb1b401136f37c475,json,0.5924087600640284,config
676d220cd6e7101ccba18ba5,jsonc,0.45012008025273725,config
67792abbab2fa21bf3644c09,hjson,0.5593211183351449,config
677f8968bbb08bc37c8d2a4b,xml,0.33933220884411247,config
678526627e48ded12935af38,yaml,0.5680999504101072,config
678a94ff1cf9f0775cb89e69,hjson,0.5115587243998803,config
678faf5b31008609fd85b185,json5,0.3382677324568857,config
67a8fa10b4db1990f7372f01,json5,0.5388188004794412,config
67ab1d683813ed19603e1030,yaml,0.9974224209463122,config
67aca6831f2b0b79416bdb6c,xml,0.05299037379424614,config
67b8636acd5ed420cc098b64,toml,0.466848833435305,config
67bf5ad9c5a4637861cfd21e,toml,0.3838468999239953,config
67c045fa5074c5500ca40e76,xml,0.4618879926973553,config
67c8320847fef3b9ab9bfe4d,jsonc,0.6314432289252757,config
67caa7fe00179edfb74d3e1a,json5,0.30299037379424615,config
67d0088c269b3e96d9ba6019,hjson,0.343332753242992,config
67d0251c804fc17732eb948a,toml,0.6146243569207317,config
67d03135f855dd0ff0994265,toml,0.38501254081878056,config
67d11093c44f4d7f6439251d,jsonc,0.7428109435540492,config
67d11644421446068e1fec14,toml,0.6163981711148092,config
67d13a1ec91ae2216896de44,json,0.8220211161387633,config
67d1cc8044430e99a7d91b4a,toml,0.3869883480855891,config
67d24179c5bd87691f1fe036,yaml,0.8756242804586782,config
67d2a409ab3638e33fc417b9,hjson,0.38148434320753144,config
67d2eaf9d5996dc6be1c7072,xml,0.7114866880323002,config
67e0333064ddada0e2fc6f1e,yaml,0.5456253524526787,config
67f0d86fabc081fdc410e828,yaml,0.7234356090656235,config
67f4ea448eb6a2b293c1f2fc,json,0.6921713828300602,config
67f66486e35051403284eb5e,xml,0.3741368976115007,config
680ebf035ab59d342f31726e,hjson,0.8633884266152202,config
681374d36d7bd7ccb6f914f5,json5,0.9149264451502418,config
68138e7f96395f4c5f3a0a87,json,0.3754349156684768,config
6818ca1523ece90f671e3601,json,0.43262864916372834,config
682ac845e44bb325e260d19c,jsonc,0.3892672535976607,config
