participantId,format,total_score,task
67cb01a82dda2577eb6ee320,json,0.6086173929735877,tabular
67cd944859dabbd1d4552d39,json,0.5300795674881712,tabular
67d00f24466a67ba7e41228e,toml,0.6197361194559484,tabular
67d1283c8f6169900d0072d2,yaml,0.48011476427127137,tabular
67d163e7b7bcc1e9718e01da,json5,0.8330581346435267,tabular
67d188bcc201cc08eac23f92,json5,0.28346204749973997,tabular
67d29234dbfdb6668d124115,yaml,0.28155358454138246,tabular
67d548b5aa5737666a77a6d2,json5,0.3848090795381915,tabular
67d7fa657f5ac0292a291a38,hjson,0.4413302151706227,tabular
67d95269b47464c18da766ca,xml,0.4790918879002895,tabular
67d9788747176969d8d0fa1d,hjson,0.7686590367840691,tabular
67dc19c31078d1581e39e75a,yaml,0.6081506497173854,tabular
67debe02a893eea51e8d02f2,json,0.5000121073597795,tabular
67e12acb51605ac16c227598,jsonc,0.3254079789224311,tabular
67e17bac09359e09118892b4,json5,0.2802203865275004,tabular
67e25388d573ec2d5f1c8442,yaml,0.6353565759227745,tabular
67e4920c40c9561040ca01d0,xml,0.04822556566603722,tabular
67e571bef6af7ecd9c29ad72,json,0.7507687554192374,tabular
67e5cf90b79d0874e1cf16b0,toml,0.8396937217618538,tabular
67eefd0739d752c54dd52686,toml,0.27326837176994195,tabular
67eff2b1a264260e948a4d14,xml,0.5835417977491117,tabular
67f0c5d37f91ceae5cb3b318,jsonc,0.5804481282849326,tabular
67f184a3b82990251abd1592,yaml,0.4127834455700911,tabular
67f1a4f8dd44e7cd5adffa29,json5,0.3736085546048758,tabular
67f1c7bd6f1c4a3d8deae02f,toml,0.6916866492785364,tabular
67f3619e16d4ca195fbd1bd0,yaml,0.5721146966446615,tabular
67f5bb69760b211cdfe8021c,jsonc,0.6685552001621585,tabular
67f913a9b5c79e960807c7e3,yaml,0.5780781104285261,tabular
