,participantId,format,duration_sec,task,confidence,difficulty
91,67f0d86fabc081fdc410e828,yaml,8.524,reading-task-config-3,7,1
92,67f0d86fabc081fdc410e828,yaml,8.996,reading-task-config-4,6,3
93,67f0d86fabc081fdc410e828,yaml,5.542,reading-task-config-5,7,1
94,67f0d86fabc081fdc410e828,yaml,8.749,writing-task-config,1,7
95,67f0d86fabc081fdc410e828,yaml,7.215,modifying-task-config-1,7,1
96,67f0d86fabc081fdc410e828,yaml,5.084,modifying-task-config-2,7,1
97,67f0d86fabc081fdc410e828,yaml,9.256,modifying-task-config-3,6,1
98,67f0d86fabc081fdc410e828,yaml,6.383,modifying-task-config-4,5,3
99,6691809035e52ca9b2b0f39a,yaml,17.062,writing-task-NL,6,5
100,6691809035e52ca9b2b0f39a,yaml,10.776,reading-task-config-1,7,1
101,6691809035e52ca9b2b0f39a,yaml,9.305,reading-task-config-2,7,5
102,6691809035e52ca9b2b0f39a,yaml,6.867,reading-task-config-3,7,1
103,6691809035e52ca9b2b0f39a,yaml,11.557,reading-task-config-4,5,4
104,6691809035e52ca9b2b0f39a,yaml,5.628,reading-task-config-5,7,1
105,6691809035e52ca9b2b0f39a,yaml,8.633,writing-task-config,1,7
106,6691809035e52ca9b2b0f39a,yaml,9.934,modifying-task-config-1,2,3
107,6691809035e52ca9b2b0f39a,yaml,5.166,modifying-task-config-2,5,4
108,6691809035e52ca9b2b0f39a,yaml,5.422,modifying-task-config-3,1,4
109,6691809035e52ca9b2b0f39a,yaml,5.207,modifying-task-config-4,2,4
110,678faf5b31008609fd85b185,json5,7.831,writing-task-NL,3,3
111,678faf5b31008609fd85b185,json5,11.136,reading-task-config-1,2,6
112,678faf5b31008609fd85b185,json5,7.999,reading-task-config-2,3,6
113,678faf5b31008609fd85b185,json5,9.99,reading-task-config-3,6,3
114,678faf5b31008609fd85b185,json5,6.731,reading-task-config-4,4,6
115,678faf5b31008609fd85b185,json5,6.755,reading-task-config-5,6,2
116,678faf5b31008609fd85b185,json5,6.862,writing-task-config,2,7
117,678faf5b31008609fd85b185,json5,5.588,modifying-task-config-1,4,2
118,678faf5b31008609fd85b185,json5,11.589,modifying-task-config-2,4,4
119,678faf5b31008609fd85b185,json5,5.936,modifying-task-config-3,4,4
120,678faf5b31008609fd85b185,json5,7.078,modifying-task-config-4,1,7
121,65e85a421f2dee53c62fbf45,json5,10.27,writing-task-NL,7,1
122,65e85a421f2dee53c62fbf45,json5,20.045,reading-task-config-1,6,1
123,65e85a421f2dee53c62fbf45,json5,12.871,reading-task-config-2,6,2
124,65e85a421f2dee53c62fbf45,json5,8.653,reading-task-config-3,4,4
125,65e85a421f2dee53c62fbf45,json5,9.202,reading-task-config-4,3,7
126,65e85a421f2dee53c62fbf45,json5,7.793,reading-task-config-5,7,1
127,65e85a421f2dee53c62fbf45,json5,7.542,writing-task-config,1,7
128,65e85a421f2dee53c62fbf45,json5,13.243,modifying-task-config-1,7,1
129,65e85a421f2dee53c62fbf45,json5,6.965,modifying-task-config-2,4,7
130,65e85a421f2dee53c62fbf45,json5,10.346,modifying-task-config-3,5,5
131,65e85a421f2dee53c62fbf45,json5,11.982,modifying-task-config-4,6,3
132,66b223d532199c29ed32c8f4,jsonc,7.844,writing-task-NL,7,1
133,66b223d532199c29ed32c8f4,jsonc,4.113,reading-task-config-1,7,1
134,66b223d532199c29ed32c8f4,jsonc,4.098,reading-task-config-2,7,1
135,66b223d532199c29ed32c8f4,jsonc,2.848,reading-task-config-3,7,1
136,66b223d532199c29ed32c8f4,jsonc,3.615,reading-task-config-4,7,2
137,66b223d532199c29ed32c8f4,jsonc,3.291,reading-task-config-5,7,1
138,66b223d532199c29ed32c8f4,jsonc,9.657,writing-task-config,4,5
139,66b223d532199c29ed32c8f4,jsonc,8.0,modifying-task-config-1,7,3
140,66b223d532199c29ed32c8f4,jsonc,13.517,modifying-task-config-2,7,5
141,66b223d532199c29ed32c8f4,jsonc,5.711,modifying-task-config-3,3,6
142,66b223d532199c29ed32c8f4,jsonc,3.836,modifying-task-config-4,7,1
143,666b0b42bb6fa2822fa27a32,json5,8.687,writing-task-NL,1,1
144,666b0b42bb6fa2822fa27a32,json5,9.237,reading-task-config-1,4,3
145,666b0b42bb6fa2822fa27a32,json5,4.612,reading-task-config-2,5,2
146,666b0b42bb6fa2822fa27a32,json5,4.612,reading-task-config-3,3,5
147,666b0b42bb6fa2822fa27a32,json5,5.181,reading-task-config-4,4,3
148,666b0b42bb6fa2822fa27a32,json5,3.363,reading-task-config-5,6,1
149,666b0b42bb6fa2822fa27a32,json5,5.519,writing-task-config,4,4
150,666b0b42bb6fa2822fa27a32,json5,4.92,modifying-task-config-1,4,3
151,666b0b42bb6fa2822fa27a32,json5,7.088,modifying-task-config-2,3,5
152,666b0b42bb6fa2822fa27a32,json5,6.303,modifying-task-config-3,6,2
153,666b0b42bb6fa2822fa27a32,json5,5.91,modifying-task-config-4,5,3
154,60f70af563ef757f65e750e0,xml,10.933,writing-task-NL,7,1
155,60f70af563ef757f65e750e0,xml,12.75,reading-task-config-1,5,3
156,60f70af563ef757f65e750e0,xml,11.219,reading-task-config-2,6,3
157,60f70af563ef757f65e750e0,xml,9.092,reading-task-config-3,4,3
158,60f70af563ef757f65e750e0,xml,11.558,reading-task-config-4,4,4
159,60f70af563ef757f65e750e0,xml,21.258,reading-task-config-5,4,3
160,60f70af563ef757f65e750e0,xml,18.96,writing-task-config,2,6
161,60f70af563ef757f65e750e0,xml,23.547,modifying-task-config-1,4,5
162,60f70af563ef757f65e750e0,xml,8.624,modifying-task-config-2,5,3
163,60f70af563ef757f65e750e0,xml,8.886,modifying-task-config-3,5,3
164,60f70af563ef757f65e750e0,xml,5.951,modifying-task-config-4,3,4
165,670f9ddb0e32533c222c3031,json,17.024,writing-task-NL,6,3
166,670f9ddb0e32533c222c3031,json,8.585,reading-task-config-1,4,5
167,670f9ddb0e32533c222c3031,json,4.301,reading-task-config-2,4,5
168,670f9ddb0e32533c222c3031,json,3.28,reading-task-config-3,6,5
169,670f9ddb0e32533c222c3031,json,6.434,reading-task-config-4,5,6
170,670f9ddb0e32533c222c3031,json,7.617,reading-task-config-5,6,4
171,670f9ddb0e32533c222c3031,json,6.306,writing-task-config,6,5
172,670f9ddb0e32533c222c3031,json,5.693,modifying-task-config-1,5,4
173,670f9ddb0e32533c222c3031,json,5.552,modifying-task-config-2,6,4
174,670f9ddb0e32533c222c3031,json,5.678,modifying-task-config-3,6,4
175,670f9ddb0e32533c222c3031,json,5.274,modifying-task-config-4,6,4
176,67d03135f855dd0ff0994265,toml,17.818,writing-task-NL,6,1
177,67d03135f855dd0ff0994265,toml,9.205,reading-task-config-1,4,2
178,67d03135f855dd0ff0994265,toml,12.518,reading-task-config-2,6,2
179,67d03135f855dd0ff0994265,toml,6.019,reading-task-config-3,6,1
180,67d03135f855dd0ff0994265,toml,8.296,reading-task-config-4,1,4
181,67d03135f855dd0ff0994265,toml,8.364,reading-task-config-5,2,5
182,67d03135f855dd0ff0994265,toml,9.385,writing-task-config,3,5
183,67d03135f855dd0ff0994265,toml,7.635,modifying-task-config-1,2,5
184,67d03135f855dd0ff0994265,toml,11.455,modifying-task-config-2,4,3
185,67d03135f855dd0ff0994265,toml,6.063,modifying-task-config-3,3,3
186,67d03135f855dd0ff0994265,toml,7.134,modifying-task-config-4,3,3
187,674f479b2a4ef75e4551f258,json5,14.959,writing-task-NL,6,2
188,674f479b2a4ef75e4551f258,json5,10.764,reading-task-config-1,6,2
189,674f479b2a4ef75e4551f258,json5,8.869,reading-task-config-2,6,1
190,674f479b2a4ef75e4551f258,json5,4.576,reading-task-config-3,7,1
191,674f479b2a4ef75e4551f258,json5,7.52,reading-task-config-4,5,3
192,674f479b2a4ef75e4551f258,json5,7.71,reading-task-config-5,4,4
193,674f479b2a4ef75e4551f258,json5,6.272,writing-task-config,6,2
194,674f479b2a4ef75e4551f258,json5,7.139,modifying-task-config-1,6,2
195,674f479b2a4ef75e4551f258,json5,7.572,modifying-task-config-2,4,3
196,674f479b2a4ef75e4551f258,json5,6.344,modifying-task-config-3,6,2
197,674f479b2a4ef75e4551f258,json5,9.307,modifying-task-config-4,3,4
198,682ac845e44bb325e260d19c,jsonc,20.951,writing-task-NL,7,1
199,682ac845e44bb325e260d19c,jsonc,10.351,reading-task-config-1,2,7
200,682ac845e44bb325e260d19c,jsonc,6.023,reading-task-config-2,1,7
201,682ac845e44bb325e260d19c,jsonc,6.924,reading-task-config-3,2,6
202,682ac845e44bb325e260d19c,jsonc,9.812,reading-task-config-4,3,3
203,682ac845e44bb325e260d19c,jsonc,8.861,reading-task-config-5,1,7
204,682ac845e44bb325e260d19c,jsonc,7.72,writing-task-config,7,1
205,682ac845e44bb325e260d19c,jsonc,7.218,modifying-task-config-1,7,1
206,682ac845e44bb325e260d19c,jsonc,6.547,modifying-task-config-2,6,5
207,682ac845e44bb325e260d19c,jsonc,8.216,modifying-task-config-3,4,3
208,682ac845e44bb325e260d19c,jsonc,6.936,modifying-task-config-4,3,2
209,5ee4a14b578f8a000b384376,yaml,6.879,writing-task-NL,7,1
210,5ee4a14b578f8a000b384376,yaml,7.493,reading-task-config-1,7,2
211,5ee4a14b578f8a000b384376,yaml,5.415,reading-task-config-2,7,2
212,5ee4a14b578f8a000b384376,yaml,5.827,reading-task-config-3,7,2
213,5ee4a14b578f8a000b384376,yaml,5.831,reading-task-config-4,3,4
214,5ee4a14b578f8a000b384376,yaml,5.059,reading-task-config-5,5,3
215,5ee4a14b578f8a000b384376,yaml,6.974,writing-task-config,1,7
216,5ee4a14b578f8a000b384376,yaml,3.962,modifying-task-config-1,6,2
217,5ee4a14b578f8a000b384376,yaml,4.498,modifying-task-config-2,6,4
218,5ee4a14b578f8a000b384376,yaml,4.574,modifying-task-config-3,1,7
219,5ee4a14b578f8a000b384376,yaml,5.939,modifying-task-config-4,1,7
220,63af557b3d4f219c3226b7d6,yaml,7.83,writing-task-NL,6,2
221,63af557b3d4f219c3226b7d6,yaml,9.135,reading-task-config-1,6,3
222,63af557b3d4f219c3226b7d6,yaml,6.186,reading-task-config-2,5,3
223,63af557b3d4f219c3226b7d6,yaml,6.165,reading-task-config-3,5,3
224,63af557b3d4f219c3226b7d6,yaml,5.899,reading-task-config-4,4,5
225,63af557b3d4f219c3226b7d6,yaml,4.963,reading-task-config-5,5,3
226,63af557b3d4f219c3226b7d6,yaml,7.401,writing-task-config,1,7
227,63af557b3d4f219c3226b7d6,yaml,5.11,modifying-task-config-1,1,6
228,63af557b3d4f219c3226b7d6,yaml,5.107,modifying-task-config-2,2,5
229,63af557b3d4f219c3226b7d6,yaml,5.759,modifying-task-config-3,1,6
230,63af557b3d4f219c3226b7d6,yaml,5.517,modifying-task-config-4,1,7
231,65583ffa38bfc41805a553cd,hjson,9.568,writing-task-NL,7,1
232,65583ffa38bfc41805a553cd,hjson,11.544,reading-task-config-1,4,4
233,65583ffa38bfc41805a553cd,hjson,10.666,reading-task-config-2,6,2
234,65583ffa38bfc41805a553cd,hjson,8.636,reading-task-config-3,6,2
235,65583ffa38bfc41805a553cd,hjson,12.792,reading-task-config-4,1,7
236,65583ffa38bfc41805a553cd,hjson,15.889,reading-task-config-5,6,1
237,65583ffa38bfc41805a553cd,hjson,6.655,writing-task-config,1,7
238,65583ffa38bfc41805a553cd,hjson,5.485,modifying-task-config-1,7,1
239,65583ffa38bfc41805a553cd,hjson,13.994,modifying-task-config-2,7,2
240,65583ffa38bfc41805a553cd,hjson,5.197,modifying-task-config-3,7,1
241,65583ffa38bfc41805a553cd,hjson,6.951,modifying-task-config-4,1,7
242,66684d30d1a0d64a3a348c82,yaml,14.671,writing-task-NL,6,1
243,66684d30d1a0d64a3a348c82,yaml,10.584,reading-task-config-1,4,6
244,66684d30d1a0d64a3a348c82,yaml,8.751,reading-task-config-2,4,6
245,66684d30d1a0d64a3a348c82,yaml,9.851,reading-task-config-3,4,5
246,66684d30d1a0d64a3a348c82,yaml,8.59,reading-task-config-4,3,7
247,66684d30d1a0d64a3a348c82,yaml,6.249,reading-task-config-5,3,6
248,66684d30d1a0d64a3a348c82,yaml,9.414,writing-task-config,2,7
249,66684d30d1a0d64a3a348c82,yaml,7.815,modifying-task-config-1,1,7
250,66684d30d1a0d64a3a348c82,yaml,9.798,modifying-task-config-2,3,6
251,66684d30d1a0d64a3a348c82,yaml,7.876,modifying-task-config-3,1,7
252,66684d30d1a0d64a3a348c82,yaml,8.12,modifying-task-config-4,1,7
253,60ec51c51a3158a50ded8a3e,json5,6.778,writing-task-NL,6,2
254,60ec51c51a3158a50ded8a3e,json5,5.769,reading-task-config-1,7,1
255,60ec51c51a3158a50ded8a3e,json5,3.681,reading-task-config-2,6,2
256,60ec51c51a3158a50ded8a3e,json5,3.353,reading-task-config-3,7,1
257,60ec51c51a3158a50ded8a3e,json5,6.62,reading-task-config-4,5,3
258,60ec51c51a3158a50ded8a3e,json5,8.631,reading-task-config-5,5,2
259,60ec51c51a3158a50ded8a3e,json5,7.259,writing-task-config,5,4
260,60ec51c51a3158a50ded8a3e,json5,5.365,modifying-task-config-1,5,3
261,60ec51c51a3158a50ded8a3e,json5,9.473,modifying-task-config-2,5,3
262,60ec51c51a3158a50ded8a3e,json5,8.818,modifying-task-config-3,4,3
263,60ec51c51a3158a50ded8a3e,json5,6.585,modifying-task-config-4,3,3
264,671bdd06525adeea062a1d73,json,5.284,writing-task-NL,7,1
265,671bdd06525adeea062a1d73,json,4.265,reading-task-config-1,7,1
266,671bdd06525adeea062a1d73,json,4.021,reading-task-config-2,7,1
267,671bdd06525adeea062a1d73,json,3.151,reading-task-config-3,7,1
268,671bdd06525adeea062a1d73,json,3.398,reading-task-config-4,7,1
269,671bdd06525adeea062a1d73,json,4.027,reading-task-config-5,7,1
270,671bdd06525adeea062a1d73,json,2.761,writing-task-config,7,1
271,671bdd06525adeea062a1d73,json,3.862,modifying-task-config-1,7,1
272,671bdd06525adeea062a1d73,json,3.628,modifying-task-config-2,7,1
273,671bdd06525adeea062a1d73,json,2.57,modifying-task-config-3,7,1
274,671bdd06525adeea062a1d73,json,2.61,modifying-task-config-4,7,1
275,6647e8618c77f7b938865d25,json5,10.699,writing-task-NL,7,1
276,6647e8618c77f7b938865d25,json5,13.99,reading-task-config-1,7,5
277,6647e8618c77f7b938865d25,json5,7.705,reading-task-config-2,3,6
278,6647e8618c77f7b938865d25,json5,5.724,reading-task-config-3,7,1
279,6647e8618c77f7b938865d25,json5,7.549,reading-task-config-4,4,6
280,6647e8618c77f7b938865d25,json5,5.625,reading-task-config-5,6,3
281,6647e8618c77f7b938865d25,json5,10.409,writing-task-config,6,6
282,6647e8618c77f7b938865d25,json5,6.763,modifying-task-config-1,7,2
283,6647e8618c77f7b938865d25,json5,7.556,modifying-task-config-2,7,3
284,6647e8618c77f7b938865d25,json5,8.012,modifying-task-config-3,6,5
285,6647e8618c77f7b938865d25,json5,5.995,modifying-task-config-4,7,2
286,5e5c993cd0394c474f7cc502,toml,6.081,writing-task-NL,7,7
287,5e5c993cd0394c474f7cc502,toml,5.736,reading-task-config-1,7,1
288,5e5c993cd0394c474f7cc502,toml,4.267,reading-task-config-2,6,2
289,5e5c993cd0394c474f7cc502,toml,3.078,reading-task-config-3,7,1
290,5e5c993cd0394c474f7cc502,toml,4.756,reading-task-config-4,7,2
291,5e5c993cd0394c474f7cc502,toml,2.647,reading-task-config-5,7,1
292,5e5c993cd0394c474f7cc502,toml,6.678,writing-task-config,3,7
293,5e5c993cd0394c474f7cc502,toml,4.282,modifying-task-config-1,3,2
294,5e5c993cd0394c474f7cc502,toml,3.685,modifying-task-config-2,6,2
295,5e5c993cd0394c474f7cc502,toml,4.655,modifying-task-config-3,4,2
296,5e5c993cd0394c474f7cc502,toml,7.078,modifying-task-config-4,1,5
297,67c045fa5074c5500ca40e76,xml,19.304,writing-task-NL,7,1
298,67c045fa5074c5500ca40e76,xml,12.946,reading-task-config-1,6,7
299,67c045fa5074c5500ca40e76,xml,9.056,reading-task-config-2,4,7
300,67c045fa5074c5500ca40e76,xml,13.929,reading-task-config-3,5,6
301,67c045fa5074c5500ca40e76,xml,7.74,reading-task-config-4,6,7
302,67c045fa5074c5500ca40e76,xml,8.026,reading-task-config-5,5,7
303,67c045fa5074c5500ca40e76,xml,6.81,writing-task-config,6,7
304,67c045fa5074c5500ca40e76,xml,10.258,modifying-task-config-1,3,7
305,67c045fa5074c5500ca40e76,xml,9.971,modifying-task-config-2,2,7
306,67c045fa5074c5500ca40e76,xml,9.834,modifying-task-config-3,1,7
307,67c045fa5074c5500ca40e76,xml,13.204,modifying-task-config-4,1,7
308,67d2eaf9d5996dc6be1c7072,xml,8.001,writing-task-NL,7,1
309,67d2eaf9d5996dc6be1c7072,xml,7.374,reading-task-config-1,7,1
310,67d2eaf9d5996dc6be1c7072,xml,4.095,reading-task-config-2,7,1
311,67d2eaf9d5996dc6be1c7072,xml,6.322,reading-task-config-3,4,5
312,67d2eaf9d5996dc6be1c7072,xml,6.171,reading-task-config-4,5,4
313,67d2eaf9d5996dc6be1c7072,xml,4.727,reading-task-config-5,7,1
314,67d2eaf9d5996dc6be1c7072,xml,5.195,writing-task-config,1,7
315,67d2eaf9d5996dc6be1c7072,xml,6.104,modifying-task-config-1,7,1
316,67d2eaf9d5996dc6be1c7072,xml,11.958,modifying-task-config-2,1,7
317,67d2eaf9d5996dc6be1c7072,xml,4.148,modifying-task-config-3,3,5
318,67d2eaf9d5996dc6be1c7072,xml,5.832,modifying-task-config-4,3,5
319,60e2ebb6ad1d5ee0e515a7c5,yaml,15.981,writing-task-NL,3,2
320,60e2ebb6ad1d5ee0e515a7c5,yaml,11.868,reading-task-config-1,2,4
321,60e2ebb6ad1d5ee0e515a7c5,yaml,9.095,reading-task-config-2,3,4
322,60e2ebb6ad1d5ee0e515a7c5,yaml,10.237,reading-task-config-3,5,2
323,60e2ebb6ad1d5ee0e515a7c5,yaml,9.1,reading-task-config-4,1,6
324,60e2ebb6ad1d5ee0e515a7c5,yaml,4.712,reading-task-config-5,7,1
325,60e2ebb6ad1d5ee0e515a7c5,yaml,7.886,writing-task-config,1,7
326,60e2ebb6ad1d5ee0e515a7c5,yaml,6.44,modifying-task-config-1,7,1
327,60e2ebb6ad1d5ee0e515a7c5,yaml,13.322,modifying-task-config-2,4,2
328,60e2ebb6ad1d5ee0e515a7c5,yaml,10.152,modifying-task-config-3,5,3
329,60e2ebb6ad1d5ee0e515a7c5,yaml,8.133,modifying-task-config-4,3,5
330,67d11093c44f4d7f6439251d,jsonc,8.263,writing-task-NL,7,4
331,67d11093c44f4d7f6439251d,jsonc,10.078,reading-task-config-1,6,1
332,67d11093c44f4d7f6439251d,jsonc,5.326,reading-task-config-2,7,1
333,67d11093c44f4d7f6439251d,jsonc,5.614,reading-task-config-3,5,3
334,67d11093c44f4d7f6439251d,jsonc,6.592,reading-task-config-4,5,4
335,67d11093c44f4d7f6439251d,jsonc,6.098,reading-task-config-5,6,1
336,67d11093c44f4d7f6439251d,jsonc,6.589,writing-task-config,5,6
337,67d11093c44f4d7f6439251d,jsonc,4.366,modifying-task-config-1,7,1
338,67d11093c44f4d7f6439251d,jsonc,7.559,modifying-task-config-2,7,2
339,67d11093c44f4d7f6439251d,jsonc,5.152,modifying-task-config-3,4,3
340,67d11093c44f4d7f6439251d,jsonc,4.645,modifying-task-config-4,3,4
341,6745fae180d1fe9990e66532,jsonc,8.538,writing-task-NL,7,2
342,6745fae180d1fe9990e66532,jsonc,5.93,reading-task-config-1,7,2
343,6745fae180d1fe9990e66532,jsonc,3.159,reading-task-config-2,7,2
344,6745fae180d1fe9990e66532,jsonc,3.939,reading-task-config-3,7,2
345,6745fae180d1fe9990e66532,jsonc,3.736,reading-task-config-4,7,2
346,6745fae180d1fe9990e66532,jsonc,3.207,reading-task-config-5,7,2
347,6745fae180d1fe9990e66532,jsonc,11.343,writing-task-config,3,6
348,6745fae180d1fe9990e66532,jsonc,10.394,modifying-task-config-1,6,4
349,6745fae180d1fe9990e66532,jsonc,4.032,modifying-task-config-2,7,2
350,6745fae180d1fe9990e66532,jsonc,6.409,modifying-task-config-3,7,1
351,6745fae180d1fe9990e66532,jsonc,3.957,modifying-task-config-4,6,3
352,67153c0d669d191ab273b865,yaml,13.768,writing-task-NL,7,1
353,67153c0d669d191ab273b865,yaml,10.632,reading-task-config-1,4,7
354,67153c0d669d191ab273b865,yaml,7.854,reading-task-config-2,4,7
355,67153c0d669d191ab273b865,yaml,5.254,reading-task-config-3,7,4
356,67153c0d669d191ab273b865,yaml,8.98,reading-task-config-4,3,7
357,67153c0d669d191ab273b865,yaml,5.889,reading-task-config-5,6,6
