,participantId,format,task,correct,num_wrong_attempts,duration_sec,wrong_choice_count
60,67d11093c44f4d7f6439251d,jsonc,tutorial-part1,1,3,881.538,5
61,67d11093c44f4d7f6439251d,jsonc,tutorial-part2,1,4,449.912,0
62,6745fae180d1fe9990e66532,jsonc,tutorial-part1,1,3,387.576,5
63,6745fae180d1fe9990e66532,jsonc,tutorial-part2,1,4,123.732,0
64,67153c0d669d191ab273b865,yaml,tutorial-part1,0,5,594.352,5
65,67153c0d669d191ab273b865,yaml,tutorial-part2,1,0,221.249,0
66,67ab1d683813ed19603e1030,yaml,tutorial-part1,1,3,111.94,1
67,67ab1d683813ed19603e1030,yaml,tutorial-part2,1,2,32.651,1
68,60e343946a7faddde88fbe3c,yaml,tutorial-part1,1,0,338.865,0
69,60e343946a7faddde88fbe3c,yaml,tutorial-part2,1,3,271.582,3
70,67e0333064ddada0e2fc6f1e,yaml,tutorial-part1,1,5,147.782,4
71,67e0333064ddada0e2fc6f1e,yaml,tutorial-part2,1,1,193.462,1
72,5b3ec4332a5fbf00014eae57,toml,tutorial-part1,1,0,186.722,0
73,5b3ec4332a5fbf00014eae57,toml,tutorial-part2,1,1,218.419,0
74,66912d7bf9d35c08f6919958,json,tutorial-part1,1,1,696.441,1
75,66912d7bf9d35c08f6919958,json,tutorial-part2,1,0,194.277,0
76,6717980047b565ab5b849317,hjson,tutorial-part1,0,5,388.232,3
77,6717980047b565ab5b849317,hjson,tutorial-part2,0,5,199.944,0
78,64ea2ee72ab0377e0846cb9e,jsonc,tutorial-part1,1,4,763.764,5
79,64ea2ee72ab0377e0846cb9e,jsonc,tutorial-part2,1,2,292.163,0
80,651b29ff3a6cadf518640abe,xml,tutorial-part1,1,4,451.04,4
81,651b29ff3a6cadf518640abe,xml,tutorial-part2,1,3,601.886,3
82,6818ca1523ece90f671e3601,json,tutorial-part1,0,5,479.771,5
83,6818ca1523ece90f671e3601,json,tutorial-part2,1,4,261.141,4
84,67d2a409ab3638e33fc417b9,hjson,tutorial-part1,1,5,42.062,4
85,67d2a409ab3638e33fc417b9,hjson,tutorial-part2,1,5,35.784,0
86,66ec8f7ce843d25227820f97,hjson,tutorial-part1,0,5,507.003,4
87,66ec8f7ce843d25227820f97,hjson,tutorial-part2,1,2,356.164,0
88,6680d2279263349cc005956a,json,tutorial-part1,1,1,302.408,1
89,6680d2279263349cc005956a,json,tutorial-part2,1,0,38.15,0
90,6081728972120aa7f9685791,json,tutorial-part1,1,2,273.355,2
91,6081728972120aa7f9685791,json,tutorial-part2,1,2,208.382,2
92,67aca6831f2b0b79416bdb6c,xml,tutorial-part1,1,2,140.38,2
93,67aca6831f2b0b79416bdb6c,xml,tutorial-part2,0,10,333.38,5
94,675aaf0eb1b401136f37c475,json,tutorial-part1,0,5,411.483,11
95,675aaf0eb1b401136f37c475,json,tutorial-part2,1,0,261.034,0
96,6554e79557e3d6be08e32ceb,yaml,tutorial-part1,1,0,216.515,0
97,6554e79557e3d6be08e32ceb,yaml,tutorial-part2,1,0,126.157,0
98,645b519f108c046164a6d232,yaml,tutorial-part1,1,2,150.7,2
99,645b519f108c046164a6d232,yaml,tutorial-part2,1,0,104.774,0
100,6682a94b061954ae8483fb08,toml,tutorial-part1,1,0,325.775,0
101,6682a94b061954ae8483fb08,toml,tutorial-part2,1,0,272.906,0
102,66e8c6e99be9621d5b1ed1fa,jsonc,tutorial-part1,1,3,296.109,5
103,66e8c6e99be9621d5b1ed1fa,jsonc,tutorial-part2,1,5,132.041,0
104,67792abbab2fa21bf3644c09,hjson,tutorial-part1,1,3,911.884,3
105,67792abbab2fa21bf3644c09,hjson,tutorial-part2,1,5,956.886,0
106,5ea90bb434d5e337e98c7edd,json5,tutorial-part1,1,3,430.795,4
107,5ea90bb434d5e337e98c7edd,json5,tutorial-part2,1,1,213.071,0
108,677f8968bbb08bc37c8d2a4b,xml,tutorial-part1,1,3,241.667,2
109,677f8968bbb08bc37c8d2a4b,xml,tutorial-part2,1,1,353.667,1
110,672f51ea346fba23ddd5a793,xml,tutorial-part1,1,4,391.697,4
111,672f51ea346fba23ddd5a793,xml,tutorial-part2,1,2,217.018,2
112,67d13a1ec91ae2216896de44,json,tutorial-part1,1,2,286.317,3
113,67d13a1ec91ae2216896de44,json,tutorial-part2,1,5,142.659,7
114,67c8320847fef3b9ab9bfe4d,jsonc,tutorial-part1,1,0,177.359,0
115,67c8320847fef3b9ab9bfe4d,jsonc,tutorial-part2,1,1,146.858,0
116,67bf5ad9c5a4637861cfd21e,toml,tutorial-part1,1,1,517.661,2
117,67bf5ad9c5a4637861cfd21e,toml,tutorial-part2,0,5,317.573,1
118,616e5ae706e970fe0aff99b6,hjson,tutorial-part1,1,1,333.467,1
119,616e5ae706e970fe0aff99b6,hjson,tutorial-part2,1,0,59.7,0
120,66311bae532a469f4858933e,toml,tutorial-part1,1,2,482.228,1
121,66311bae532a469f4858933e,toml,tutorial-part2,1,0,209.042,0
122,669284eabea5b8c9655927da,yaml,tutorial-part1,0,5,814.734,5
123,669284eabea5b8c9655927da,yaml,tutorial-part2,1,1,226.92,1
124,68138e7f96395f4c5f3a0a87,json,tutorial-part1,1,2,2220.724,4
125,68138e7f96395f4c5f3a0a87,json,tutorial-part2,1,1,78.62,3
126,62e154b0682e270b4acdf5ee,jsonc,tutorial-part1,0,5,259.558,8
127,62e154b0682e270b4acdf5ee,jsonc,tutorial-part2,1,1,56.118,0
128,660eafee7515c432e850362d,hjson,tutorial-part1,1,2,556.739,2
129,660eafee7515c432e850362d,hjson,tutorial-part2,1,1,102.787,0
130,62d7fef5538b81f205ba4656,xml,tutorial-part1,1,1,125.813,2
131,62d7fef5538b81f205ba4656,xml,tutorial-part2,1,2,95.957,1
132,67caa7fe00179edfb74d3e1a,json5,tutorial-part1,0,5,1461.997,7
133,67caa7fe00179edfb74d3e1a,json5,tutorial-part2,1,4,506.399,0
134,65fae23bd06ae76bcc297e8b,hjson,tutorial-part1,0,5,517.65,9
135,65fae23bd06ae76bcc297e8b,hjson,tutorial-part2,1,1,513.508,0
136,67f4ea448eb6a2b293c1f2fc,json,tutorial-part1,1,0,32.192,0
137,67f4ea448eb6a2b293c1f2fc,json,tutorial-part2,1,4,55.837,6
138,65f4ab7884f8411c9e11a34e,json5,tutorial-part1,1,1,233.101,2
139,65f4ab7884f8411c9e11a34e,json5,tutorial-part2,1,1,53.823,0
140,611d0afbb2a19acfd012545b,toml,tutorial-part1,0,5,375.249,6
141,611d0afbb2a19acfd012545b,toml,tutorial-part2,1,2,168.899,2
142,67406c1303bd39d206ff2b50,xml,tutorial-part1,1,0,510.643,0
143,67406c1303bd39d206ff2b50,xml,tutorial-part2,1,0,304.804,0
144,61601e9a6b8306196d2a129c,hjson,tutorial-part1,1,0,1452.285,0
145,61601e9a6b8306196d2a129c,hjson,tutorial-part2,1,2,462.752,0
146,65fad6c874ac75642ffc254b,hjson,tutorial-part1,1,4,283.011,5
147,65fad6c874ac75642ffc254b,hjson,tutorial-part2,0,5,153.475,0
148,606c7d27f4f3ae688332a55d,toml,tutorial-part1,1,2,208.887,4
149,606c7d27f4f3ae688332a55d,toml,tutorial-part2,1,1,103.878,0
150,67f66486e35051403284eb5e,xml,tutorial-part1,1,3,1251.054,3
151,67f66486e35051403284eb5e,xml,tutorial-part2,1,0,275.131,0
152,67a8fa10b4db1990f7372f01,json5,tutorial-part1,1,1,68.51,1
153,67a8fa10b4db1990f7372f01,json5,tutorial-part2,0,5,124.083,0
154,6094ce8d0764c24f352d1fe5,hjson,tutorial-part1,1,5,784.682,4
155,6094ce8d0764c24f352d1fe5,hjson,tutorial-part2,1,0,108.572,0
156,6715c7aedee148c65c10509c,yaml,tutorial-part1,0,5,262.234,4
157,6715c7aedee148c65c10509c,yaml,tutorial-part2,1,2,88.081,2
158,664e413a5f3eb7f99d90e15b,json,tutorial-part1,1,3,1145.475,6
159,664e413a5f3eb7f99d90e15b,json,tutorial-part2,1,0,190.116,0
160,66a7e128f37f34ca658be38b,jsonc,tutorial-part1,1,1,162.382,3
161,66a7e128f37f34ca658be38b,jsonc,tutorial-part2,1,1,43.543,0
162,65fb236a5a78fcf672df7469,json,tutorial-part1,1,1,310.098,1
163,65fb236a5a78fcf672df7469,json,tutorial-part2,1,0,245.504,0
164,60f7c71d1cffec381351b0b3,xml,tutorial-part1,1,0,219.264,0
165,60f7c71d1cffec381351b0b3,xml,tutorial-part2,1,3,170.061,3
166,675330fb23080b9ae3ec8239,json5,tutorial-part1,0,5,507.787,6
167,675330fb23080b9ae3ec8239,json5,tutorial-part2,0,5,578.305,0
168,65fadedad737be57cd91c61f,jsonc,tutorial-part1,1,3,290.063,4
169,65fadedad737be57cd91c61f,jsonc,tutorial-part2,1,1,69.254,0
170,5fb4fcd1fce53c30649dd704,xml,tutorial-part1,1,4,421.194,3
171,5fb4fcd1fce53c30649dd704,xml,tutorial-part2,1,2,211.236,3
172,67d0251c804fc17732eb948a,toml,tutorial-part1,1,2,601.014,3
173,67d0251c804fc17732eb948a,toml,tutorial-part2,1,1,264.398,0
174,67d11644421446068e1fec14,toml,tutorial-part1,0,5,46.942,5
175,67d11644421446068e1fec14,toml,tutorial-part2,1,4,40.946,4
176,67d0088c269b3e96d9ba6019,hjson,tutorial-part1,1,1,293.029,1
177,67d0088c269b3e96d9ba6019,hjson,tutorial-part2,1,4,428.707,0
178,678a94ff1cf9f0775cb89e69,hjson,tutorial-part1,0,5,233.109,3
179,678a94ff1cf9f0775cb89e69,hjson,tutorial-part2,1,5,326.358,0
180,67176f0792ed8c4064f61a2c,json,tutorial-part1,1,1,654.226,2
181,67176f0792ed8c4064f61a2c,json,tutorial-part2,1,1,236.11,1
182,678526627e48ded12935af38,yaml,tutorial-part1,1,2,101.792,1
183,678526627e48ded12935af38,yaml,tutorial-part2,1,2,53.497,2
184,6738d09a032bf7224008ce7e,yaml,tutorial-part1,1,3,1202.925,3
185,6738d09a032bf7224008ce7e,yaml,tutorial-part2,1,2,328.606,2
186,62d6d87d91cf24a3c1c0f10c,hjson,tutorial-part1,1,2,246.527,3
187,62d6d87d91cf24a3c1c0f10c,hjson,tutorial-part2,1,1,53.564,0
188,6554ea27378d1f1b846788b3,jsonc,tutorial-part1,1,3,469.633,5
189,6554ea27378d1f1b846788b3,jsonc,tutorial-part2,1,1,179.037,0
190,5795af044a84da00014c5df1,json,tutorial-part1,1,1,242.145,1
191,5795af044a84da00014c5df1,json,tutorial-part2,1,0,83.096,0
192,681374d36d7bd7ccb6f914f5,json5,tutorial-part1,1,3,306.059,5
193,681374d36d7bd7ccb6f914f5,json5,tutorial-part2,1,1,19.033,0
194,61287939bc5a971fc15333e4,json,tutorial-part1,0,5,530.214,5
195,61287939bc5a971fc15333e4,json,tutorial-part2,1,2,374.981,2
196,65feaaac53eb219f09ad5ea0,toml,tutorial-part1,1,1,599.085,0
197,65feaaac53eb219f09ad5ea0,toml,tutorial-part2,1,1,354.143,0
198,5755c957eb80c4000741a9ce,json5,tutorial-part1,1,2,154.015,3
199,5755c957eb80c4000741a9ce,json5,tutorial-part2,1,1,77.944,0
200,6693d3ae2bd15cf7a058e6a7,json5,tutorial-part1,1,1,132.008,1
201,6693d3ae2bd15cf7a058e6a7,json5,tutorial-part2,1,0,34.054,0
202,60e2bf0aa568b97e8d525872,toml,tutorial-part1,0,5,219.433,9
203,60e2bf0aa568b97e8d525872,toml,tutorial-part2,1,2,210.842,1
204,67d24179c5bd87691f1fe036,yaml,tutorial-part1,1,4,425.291,4
205,67d24179c5bd87691f1fe036,yaml,tutorial-part2,1,0,46.778,0
206,5c4f5967aac8be0001716a65,xml,tutorial-part1,1,2,119.15,2
207,5c4f5967aac8be0001716a65,xml,tutorial-part2,1,2,105.426,3
208,6680071d60b3642bcf5dad37,jsonc,tutorial-part1,1,3,592.708,3
209,6680071d60b3642bcf5dad37,jsonc,tutorial-part2,0,5,235.544,0
