,participantId,format,q7,q8,q9,q12,q13,q14,q10,q11,q10_months,q10_years
33,67ab1d683813ed19603e1030,yaml,,,Master's,"{'JSON': 'Expert', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Comfortable using it', 'YAML': 'Expert', 'TOML': 'Used it a few times', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",63.0,Somewhat familiar,63.0,5.25
34,60e343946a7faddde88fbe3c,yaml,"The study was fun and all, It dint require much of a physical strength as you had to apply your mind according to your understanding of what instructions were telling you to do. I enjoyed completing this study and I learned something while doing so. ",No,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Heard of it but never used', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Somewhat familiar,0.0,0.0
35,67e0333064ddada0e2fc6f1e,yaml,No explanation I did my best in the study.,I don't have anything.,PhD,"{'JSON': 'Expert', 'JSONC': 'Expert', 'JSON5': 'Expert', 'HJSON': 'Comfortable using it', 'YAML': 'Expert', 'TOML': 'Expert', 'XML': 'Expert'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",3.0,Very familiar,3.0,0.25
36,5b3ec4332a5fbf00014eae57,toml,"I don't want to explain my answers, don't know how to explain them.","I studied information technology in college for about 1.5 years but had to quit because of mental health issues. I don't program daily and work with languages now but have thought about getting back into programming in the future. I wasn't able to study much in college because of burnout so am not confident in my programming abilities, not at all. In my opinion, these kinds of tasks would be great to teach someone programming. I think I learned something.",Some college,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",24.0,Not familiar at all,24.0,2.0
37,66912d7bf9d35c08f6919958,json,I think I did everything correct no explanation.,Nothing.,PhD,"{'JSON': 'Expert', 'JSONC': 'Used it a few times', 'JSON5': 'Used it a few times', 'HJSON': 'Expert', 'YAML': 'Expert', 'TOML': 'Expert', 'XML': 'Expert'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",4.0,Very familiar,4.0,0.33
38,6717980047b565ab5b849317,hjson,No,"It was quite challenging trying to remember the examples, yes the 'help' was there in he corner but one cannot always go nd check whether you actually did it accordingly but overall I managed.",PhD,"{'JSON': 'Heard of it but never used', 'JSONC': 'Used it a few times', 'JSON5': 'Not familiar at all', 'HJSON': 'Comfortable using it', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",6.0,Somewhat familiar,6.0,0.5
39,64ea2ee72ab0377e0846cb9e,jsonc,,,Bachelor's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",2.0,Not familiar at all,2.0,0.17
40,651b29ff3a6cadf518640abe,xml,No,It seemed I missed one question and I hope that my task won't be rejected as I spent lots of efforts and time on it.,Bachelor's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,0.0,0.0
41,6818ca1523ece90f671e3601,json,,,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Used it a few times', 'JSON5': 'Comfortable using it', 'HJSON': 'Comfortable using it', 'YAML': 'Comfortable using it', 'TOML': 'Expert', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",36.0,Somewhat familiar,36.0,3.0
42,67d2a409ab3638e33fc417b9,hjson,,,Master's,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Used it a few times', 'TOML': 'Heard of it but never used', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",6.0,Somewhat familiar,6.0,0.5
43,66ec8f7ce843d25227820f97,hjson,,N/A,PhD,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",9.0,Somewhat familiar,9.0,0.75
44,6680d2279263349cc005956a,json,,,Master's,"{'JSON': 'Expert', 'JSONC': 'Not familiar at all', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Comfortable using it', 'TOML': 'Not familiar at all', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",36.0,Very familiar,36.0,3.0
45,6081728972120aa7f9685791,json,"In the first task, I made a mistake by choosing several options, because the question instructed me to choose ""all the correct answers"" because they were structurally appropriate.However, after a deeper analysis of the structure and following the rules, it was clear why exactly one answer was correct. 
If we're talking about the main task, it seemed to me that everything was quite simple, and I hope that I did everything correctly.","No, everything was fine.",Master's,"{'JSON': 'Expert', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Comfortable using it', 'YAML': 'Comfortable using it', 'TOML': 'Comfortable using it', 'XML': 'Expert'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",120.0,Very familiar,120.0,10.0
46,67aca6831f2b0b79416bdb6c,xml,,NO thank you for the opportunity,High School,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Comfortable using it', 'HJSON': 'Used it a few times', 'YAML': 'Comfortable using it', 'TOML': 'Expert', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",42.0,Very familiar,42.0,3.5
47,675aaf0eb1b401136f37c475,json,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",2.0,Somewhat familiar,2.0,0.17
48,6554e79557e3d6be08e32ceb,yaml,I had to refer back to the help box several times and was unsure if I was following the right procedures sometimes,,High School,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,0.0,0.0
49,645b519f108c046164a6d232,yaml,"I have some experience in writing code SQL/Python and I was still questioning myself. It takes a while to be comfortable with syntax and honestly, most coders copy and paste a lot.",As above.,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",36.0,Somewhat familiar,36.0,3.0
50,6682a94b061954ae8483fb08,toml,,,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Heard of it but never used', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",30.0,Not familiar at all,30.0,2.5
51,66e8c6e99be9621d5b1ed1fa,jsonc,no,nothing,Master's,"{'JSON': 'Expert', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",7.0,Very familiar,7.0,0.58
52,67792abbab2fa21bf3644c09,hjson,,no,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,0.0,0.0
53,5ea90bb434d5e337e98c7edd,json5,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,0.0,0.0
54,677f8968bbb08bc37c8d2a4b,xml,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Used it a few times', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Used it a few times', 'TOML': 'Used it a few times', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",700.0,Somewhat familiar,700.0,58.33
55,672f51ea346fba23ddd5a793,xml,,,Master's,"{'JSON': 'Comfortable using it', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Comfortable using it', 'YAML': 'Comfortable using it', 'TOML': 'Comfortable using it', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",42.0,Very familiar,42.0,3.5
56,67d13a1ec91ae2216896de44,json,no,no,Master's,"{'JSON': 'Comfortable using it', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Comfortable using it', 'YAML': 'Comfortable using it', 'TOML': 'Comfortable using it', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",65.0,Very familiar,65.0,5.42
57,67c8320847fef3b9ab9bfe4d,jsonc,I just tried to follow the syntax rules as best I could!,No,Master's,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",6.0,Not familiar at all,6.0,0.5
58,67bf5ad9c5a4637861cfd21e,toml,,"the study was really informative,i learnt a lot",High School,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,0.0,0.0
59,616e5ae706e970fe0aff99b6,hjson,-,No,Master's,"{'JSON': 'Comfortable using it', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Comfortable using it', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",36.0,Very familiar,36.0,3.0
